release_path,original_path,classification,origin_project,original_author_or_copyright,license,spdx,modified_by_le_sun,include,reason,sha256_original,sha256_release,notes
docs/engineering_log/debug过程.md,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/debug过程.md,DOCUMENTATION_ORIGINAL,mqnic_gcm_codex-2 (project),Le Sun (engineering records),BSD-2-Clause,BSD-2-Clause,n/a (author),True,Original engineering record; paths sanitized for publication,d9271a1f27323647f99c8bbff703ffc93bddeadc3ce39746d74b36402b793ae4,d9271a1f27323647f99c8bbff703ffc93bddeadc3ce39746d74b36402b793ae4,Conclusions unchanged
docs/engineering_log/tight_setup_hold_pins.txt,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/tight_setup_hold_pins.txt,DOCUMENTATION_ORIGINAL,mqnic_gcm_codex-2 (project),Le Sun (engineering records),BSD-2-Clause,BSD-2-Clause,n/a (author),True,Original engineering record; paths sanitized for publication,d41e00f3712e4d1e721fa6ee5083ac26a089caa6ddb7670e71dce7e312c3c27a,d41e00f3712e4d1e721fa6ee5083ac26a089caa6ddb7670e71dce7e312c3c27a,Conclusions unchanged
docs/engineering_log/wireshark_malformed_pag.txt,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/wireshark_malformed_pag.txt,DOCUMENTATION_ORIGINAL,mqnic_gcm_codex-2 (project),Le Sun (engineering records),BSD-2-Clause,BSD-2-Clause,n/a (author),True,Original engineering record; paths sanitized for publication,ff0c356d393d7b9419c9171b08c6a6fbc57d8fc0adbb6cd6e1686a66c56aad58,311428f1407801f3ad97c93f79f54f3225ca421fb7e94a3876dc4afa9d186f81,Conclusions unchanged
hls/src/project/aes128dec/Makefile,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/Makefile,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",0fdb82a6229aff614dd880f186e4db4cd3b78917b2ecdc3294dea7d57d35973e,0fdb82a6229aff614dd880f186e4db4cd3b78917b2ecdc3294dea7d57d35973e,
hls/src/project/aes128dec/description.json,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/description.json,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",b1f76505b037e0e353efe2c5c6a2a4f3ce05dfa659ece0b61e28cc01f94e858a,b1f76505b037e0e353efe2c5c6a2a4f3ce05dfa659ece0b61e28cc01f94e858a,
hls/src/project/aes128dec/gld.dat,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/gld.dat,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",40649055726ebbc14940fd389e0419283bc47fd448994d025cf84795167265b9,40649055726ebbc14940fd389e0419283bc47fd448994d025cf84795167265b9,
hls/src/project/aes128dec/main.cpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/main.cpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",8be8b14f9708b6369d1a956e420ecc16434fc4c865731e0cd83eb8b7ad853101,8be8b14f9708b6369d1a956e420ecc16434fc4c865731e0cd83eb8b7ad853101,
hls/src/project/aes128dec/run_hls.tcl,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/run_hls.tcl,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",b7d67272e8d36ceb080ad6dc93e8c905052875d05fd85dd54c9a3f18eeb27438,b7d67272e8d36ceb080ad6dc93e8c905052875d05fd85dd54c9a3f18eeb27438,
hls/src/project/aes128dec/settings.tcl,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/settings.tcl,AMD_VITIS_MODIFIED,mqnic_pciex8-AES-fromVitisLib (project config),"Xilinx, Inc. (upstream example) + Le Sun (modifications)",Apache-2.0,Apache-2.0,yes,True,Upstream example settings.tcl modified for target part and local paths; paths sanitized for publication,fe2039553d48065089ac560b0bac4e98b22aae9de6e667f758637f47f1ff3527,143e8b9b5d1e06353deb9bdbf3dfa11c545aaa1b4bee1c34aa0b7640a36c921f,"Apache-2.0 header retained + ""Modified by Le Sun, 2026"" note added in release copy"
hls/src/project/aes128dec/test.cpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/test.cpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",ae1cf2561baa663b54fca35a470efbfe1024da19f27afd1a1c42d4577a526c72,ae1cf2561baa663b54fca35a470efbfe1024da19f27afd1a1c42d4577a526c72,
hls/src/project/aes128dec/test.hpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128dec/test.hpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",9089af6ff0ce571078de11dea64966066849a3caceb23a15aa314110d80273c7,9089af6ff0ce571078de11dea64966066849a3caceb23a15aa314110d80273c7,
hls/src/project/aes128enc/Makefile,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/Makefile,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",87bf273a0b8dd8b04e17b0aa68398836cb110364b7cc2fbde4177f44c9b554a7,87bf273a0b8dd8b04e17b0aa68398836cb110364b7cc2fbde4177f44c9b554a7,
hls/src/project/aes128enc/description.json,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/description.json,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",c47f87c0be07b7d799bf7b857004dd756678e25523c7d3fcb4b14d1fe8ef9a4e,c47f87c0be07b7d799bf7b857004dd756678e25523c7d3fcb4b14d1fe8ef9a4e,
hls/src/project/aes128enc/gld.dat,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/gld.dat,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",40649055726ebbc14940fd389e0419283bc47fd448994d025cf84795167265b9,40649055726ebbc14940fd389e0419283bc47fd448994d025cf84795167265b9,
hls/src/project/aes128enc/main.cpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/main.cpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",b4cb24103505a23d18a2731f07d990739961a291bd79a1d3d28eb0cdd798ae38,b4cb24103505a23d18a2731f07d990739961a291bd79a1d3d28eb0cdd798ae38,
hls/src/project/aes128enc/run_hls.tcl,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/run_hls.tcl,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",8bf207248d05924f5d69349711337185ac5231f100ab372ea5df3ae64b3eaa33,8bf207248d05924f5d69349711337185ac5231f100ab372ea5df3ae64b3eaa33,
hls/src/project/aes128enc/settings.tcl,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/settings.tcl,AMD_VITIS_MODIFIED,mqnic_pciex8-AES-fromVitisLib (project config),"Xilinx, Inc. (upstream example) + Le Sun (modifications)",Apache-2.0,Apache-2.0,yes,True,Upstream example settings.tcl modified for target part and local paths; paths sanitized for publication,331916edf1ee528d83fa436b2c6fc174155fa328e148565a6a24e71ae82980eb,b8afc38d449b047c2c4c6240db8605b31c7deeb8bf121a83e0b2d226cac83a90,"Apache-2.0 header retained + ""Modified by Le Sun, 2026"" note added in release copy"
hls/src/project/aes128enc/test.cpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/test.cpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",13ca9ec3eb098197562da610c37a24ffad9adc6d8f04b2bab7751aaafd55bc90,13ca9ec3eb098197562da610c37a24ffad9adc6d8f04b2bab7751aaafd55bc90,
hls/src/project/aes128enc/test.hpp,<home>/workspace/mqnic_pciex8-AES-fromVitisLib/hls_source/aes128enc/test.hpp,AMD_VITIS_UPSTREAM,Vitis_Libraries-2022.1,"Xilinx, Inc.",Apache-2.0,Apache-2.0,no,True,"Verbatim upstream AES-GCM HLS example (byte-identical to upstream, verified)",a25c0a87e85a3102dd11c88161f5898bff60eaf60a5cbc0626972a0ac13c9dde,a25c0a87e85a3102dd11c88161f5898bff60eaf60a5cbc0626972a0ac13c9dde,
patches/corundum/fpga_core_macsec.patch,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/diff_fpga_core_u.patch,DOCUMENTATION_ORIGINAL,release preparation,Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Re-derived clean patch of Corundum fpga_core.v modification,9aa6bb33218143e7a20f7a964a787b916e0eee34b40183c6804966bef16b75f9,9e96b24bd698bf1b8d9a014b2a3b23a0fb0667dfc32a317e4d57e1eca200df4b,Path labels normalized to Corundum-relative paths
patches/corundum/fpga_k35_macsec.patch,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/diff_fpga_k35_u.patch,DOCUMENTATION_ORIGINAL,release preparation,Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Re-derived patch,f90d2f3047f32221884890afe1b6868aa964c72e55d115fb7cbe27f088f1f699,69853c61269a51375116a94e140ae6a14a452429286aef3947866d703b14afd1,
patches/corundum/fpga_k35_xdc_macsec.patch,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/diff_fpga_k35_xdc_u.patch,DOCUMENTATION_ORIGINAL,release preparation,Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Re-derived patch,775dca2928234fbed3dc6a81c1b06ee9fa435b94301c5831667f5311bdbc4266,62511de77eadcdfc171977dfa1149f255b51fefd6b3d8012a90b60cb4eadc5ae,
scripts/reproduce_timing_physopt.tcl,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/reproduce_timing_physopt.tcl,ORIGINAL_LE_SUN,mqnic_gcm_codex-2 (project),Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Project helper script,0014879ec99509ddbe298bc1f1df3fb494e07a2f9f0eccf631785387defbfd65,38e86356d27250bcef54a51a31f03cf3b4e4f31b19a1a726023fe25568cdca4a,BSD-2-Clause header added
scripts/sweep_postroute_physopt.tcl,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/sweep_postroute_physopt.tcl,ORIGINAL_LE_SUN,mqnic_gcm_codex-2 (project),Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Project helper script,734303985ad98b4293a689ee91c9707323661efadcad9b6ba6db988c2350ce3d,ea944925a56e0be1511e9ba6361f6dacef5db3c66c6096c5b62f00b1596a67b4,BSD-2-Clause header added
scripts/test.sh,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/test.sh,ORIGINAL_LE_SUN,mqnic_gcm_codex-2 (project),Le Sun,BSD-2-Clause,BSD-2-Clause,n/a (author),True,Project helper script,40d0cee78e7c7ebcbc215767c6af93507e607758b6a31abc895a5bb62202941c,2c9ab5251530158d27a7c6c5c7258c706a3048535e28c468c17065609bbd00e2,BSD-2-Clause header added
src/fpga/board_K35/debounce_switch.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/new/debounce_switch.v,CORUNDUM_UPSTREAM,Corundum,Alex Forencich,MIT-style (per header),MIT,no,True,Board support module by Alex Forencich,02d6ba80136cb9be942347e33c43881f465acbfc4f41b6af3a32d41c86b4ef5a,02d6ba80136cb9be942347e33c43881f465acbfc4f41b6af3a32d41c86b4ef5a,
src/fpga/board_K35/defines.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/fpga_K35/defines.v,CORUNDUM_UPSTREAM,Corundum,n/a (empty board defines),BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Empty board defines file,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
src/fpga/common/cpl_op_mux.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/cpl_op_mux.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,00bf9c1463110f13380766e4bee089617552280730be4a15d62500ffdbe29d72,00bf9c1463110f13380766e4bee089617552280730be4a15d62500ffdbe29d72,
src/fpga/common/cpl_queue_manager.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/cpl_queue_manager.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,1fd90351f92575064c732afbc1c39833dd7b8ce0f102797c32448ce0175e9db4,1fd90351f92575064c732afbc1c39833dd7b8ce0f102797c32448ce0175e9db4,
src/fpga/common/cpl_write.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/cpl_write.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,243955700e8e90bec64ec038d8f197f7ce9b44fe5ef285268221c36434c0e79b,243955700e8e90bec64ec038d8f197f7ce9b44fe5ef285268221c36434c0e79b,
src/fpga/common/desc_fetch.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/desc_fetch.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,737b061f564b476037aa3050a4aba05721baa20720927f688b4d46e83f072285,737b061f564b476037aa3050a4aba05721baa20720927f688b4d46e83f072285,
src/fpga/common/desc_op_mux.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/desc_op_mux.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,54409b42fdb36c075d0570307febcfbccf7e0126501434f0c0fdb0b12806677a,54409b42fdb36c075d0570307febcfbccf7e0126501434f0c0fdb0b12806677a,
src/fpga/common/eth_xcvr_phy_10g_gty_quad_wrapper.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/eth_xcvr_phy_10g_gty_quad_wrapper.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,45d3a7b43594adaf953595d5d2bf11c96b015ccab243fb8d08d2bdeaa29d31cb,45d3a7b43594adaf953595d5d2bf11c96b015ccab243fb8d08d2bdeaa29d31cb,
src/fpga/common/eth_xcvr_phy_10g_gty_wrapper.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/eth_xcvr_phy_10g_gty_wrapper.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,19539f26ae112a4ce9e3e1781fd0f2a6c872cc5cf6a61aac571e83d1b7d640a7,19539f26ae112a4ce9e3e1781fd0f2a6c872cc5cf6a61aac571e83d1b7d640a7,
src/fpga/common/i2c_single_reg.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/i2c_single_reg.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,a3f318a08f5eed06443fe4dbd56d2dd75fd453f670f15826cea216bf196d2e98,a3f318a08f5eed06443fe4dbd56d2dd75fd453f670f15826cea216bf196d2e98,
src/fpga/common/mqnic_core.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_core.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,655cbf64fdf6b49caf305488880cd85e53250d86d47ba91666fde037eb1d0275,655cbf64fdf6b49caf305488880cd85e53250d86d47ba91666fde037eb1d0275,
src/fpga/common/mqnic_core_pcie.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_core_pcie.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,3380da8e7e584096416b7663ea25e77f349ce63db740b1ea997aa886ac1cd848,3380da8e7e584096416b7663ea25e77f349ce63db740b1ea997aa886ac1cd848,
src/fpga/common/mqnic_core_pcie_us.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_core_pcie_us.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,604007eb50bdd7ed58d64b9af9845e54772eb928d8c64d58b238f53278eb3af0,604007eb50bdd7ed58d64b9af9845e54772eb928d8c64d58b238f53278eb3af0,
src/fpga/common/mqnic_egress.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_egress.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,a2cfad7c7558ddcfc139868228c9bd3595ecd9b2bede07271c6a801771da4e6c,a2cfad7c7558ddcfc139868228c9bd3595ecd9b2bede07271c6a801771da4e6c,
src/fpga/common/mqnic_ingress.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_ingress.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,f65349dd9dee5eaa7f035e88ffec6840913ab7776aef22c245f69b2703645356,f65349dd9dee5eaa7f035e88ffec6840913ab7776aef22c245f69b2703645356,
src/fpga/common/mqnic_interface.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_interface.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,a0b0652d828162f1c6d2c6eeba70e1a13bee6f550ed91a7d426a3157970c20a8,a0b0652d828162f1c6d2c6eeba70e1a13bee6f550ed91a7d426a3157970c20a8,
src/fpga/common/mqnic_interface_rx.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_interface_rx.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,4d02c654c072cd06c39c1e03ebdb99ce3af88f779d0dc244f349a1581a7563e0,4d02c654c072cd06c39c1e03ebdb99ce3af88f779d0dc244f349a1581a7563e0,
src/fpga/common/mqnic_interface_tx.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_interface_tx.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,6b84b887560489ccff032e072ad998cfd353211463a66efcdc7a46c82553cca4,6b84b887560489ccff032e072ad998cfd353211463a66efcdc7a46c82553cca4,
src/fpga/common/mqnic_l2_egress.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_l2_egress.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,4ccb720835b9e9fca9ec0b1b131375bc84ee7b74d65688f2626985e629f2db90,4ccb720835b9e9fca9ec0b1b131375bc84ee7b74d65688f2626985e629f2db90,
src/fpga/common/mqnic_l2_ingress.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_l2_ingress.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,477726bace1bd0d09152a8fbbbd0e4d563640ead2338a50fb80beff52b8ac4a8,477726bace1bd0d09152a8fbbbd0e4d563640ead2338a50fb80beff52b8ac4a8,
src/fpga/common/mqnic_port.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_port.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,08453b7781cbea80aaa4810a1a2631f3862bd34221fce0f10faef8f1b8bdb40c,08453b7781cbea80aaa4810a1a2631f3862bd34221fce0f10faef8f1b8bdb40c,
src/fpga/common/mqnic_port_map_phy_xgmii.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_port_map_phy_xgmii.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,3edee6810aa8d647042474132291590fc57d2ed74058fed22808f6631f8f826a,3edee6810aa8d647042474132291590fc57d2ed74058fed22808f6631f8f826a,
src/fpga/common/mqnic_port_rx.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_port_rx.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,8338b791a5da9f2359a4bed5de8ebf5fb59753a3fbcd1ba2ad6de4a9991019d9,8338b791a5da9f2359a4bed5de8ebf5fb59753a3fbcd1ba2ad6de4a9991019d9,
src/fpga/common/mqnic_port_tx.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_port_tx.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,bed4ef829b9f391b2747c8f8db3121c6f1887a440afad9120d5423318297122b,bed4ef829b9f391b2747c8f8db3121c6f1887a440afad9120d5423318297122b,
src/fpga/common/mqnic_ptp.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_ptp.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,121d751e9bd0ddb882b73b008fb785f1bc514847fbaeb7c5fc7a889561a041ed,121d751e9bd0ddb882b73b008fb785f1bc514847fbaeb7c5fc7a889561a041ed,
src/fpga/common/mqnic_ptp_clock.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_ptp_clock.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,481eac6408cdc87f00f7ee1afec1e57ad4be9d51103234016768a36f9a72eb7e,481eac6408cdc87f00f7ee1afec1e57ad4be9d51103234016768a36f9a72eb7e,
